nickname,VOD,CTW,lot,wafer,no_pixels,rows,cols,pixel,CMOS,target_chamber_depth,wg_to_chamber,spacer_open,micro_disk,DINF,filter,filter_50percent_WL,532nm_rejection,D2_anneal,epi,top_iris_file,aperture_file,wg_file,bottom_iris_file,micro_disk_file,large_chamber_file,medium_chamber_file,small_chamber_file,row_beg,row_end,col_beg,col_end
Nickel-B,yes,no,S49257,25,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,1,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,2,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,3,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,4,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,5,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,6,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,7,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,8,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,9,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,10,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,11,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,12,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,13,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,14,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,15,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,16,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,17,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,18,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,19,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,20,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,21,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,22,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,23,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,24,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50194,25,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S46156,21,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S44766,11,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,1,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,2,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,3,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,4,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,5,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,6,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,7,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,8,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,9,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,10,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,11,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,12,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,13,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,14,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,15,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,16,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,17,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,18,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,19,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,20,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,21,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,22,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,23,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,24,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50959,25,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48852,15,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50081,5,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50081,8,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S50081,11,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48817,14,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S53085,10,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S53085,1,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,no,S52274,13,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S53240,10,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S53240,1,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S53387,18,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S53387,22,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-E,yes,no,S52274,1,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,2,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,3,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,4,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,23,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,24,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,25,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,6,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,7,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,8,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,9,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-D,yes,no,S48852,10,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48344,1,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48344,3,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48344,5,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48344,7,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48344,9,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48344,11,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48344,13,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S48344,15,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S46823,16,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S46823,17,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
Nickel-B,yes,no,S46823,18,xxx,xxx,xxx,B,Tier-1,xxx,xxxx,xxx,yes,no,AF8807N,xxx,xxx,xxx,xxx,BBEE3B4i.csv,BBEE3A5.csv,xxx,XF64131-MTP-M3--E-1.csv,BBEE3D3i.csv,xxx,xxx,xxx,0,0,0,0
